name,operation,source,class,alpha,mask,fallback,oof_balanced_accuracy,delta_vs_reference,delta_vs_start,changed_rows_vs_reference,changed_rows_vs_start,test_changed_rows_vs_reference,test_changed_rows_vs_start,worst_subset_delta_vs_reference,worst_class_recall_delta_vs_reference,worst_class_recall_delta_vs_start,quick_robust_score,meta_fold_mean_delta_vs_reference,meta_fold_min_delta_vs_reference,meta_fold_positive_rate_vs_reference,meta_fold_mean_delta_vs_start,meta_fold_min_delta_vs_start,meta_fold_positive_rate_vs_start,final_robust_score
classblend_84_classwise_research_blend_QSO_a0p0100,classblend,84_classwise_research_blend,QSO,0.01,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_84_classwise_research_blend_QSO_a0p0150,classblend,84_classwise_research_blend,QSO,0.015,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_68_research_material_stack_QSO_a0p0050,classblend,68_research_material_stack,QSO,0.005,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_68_research_material_stack_QSO_a0p0100,classblend,68_research_material_stack,QSO,0.01,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_68_research_material_stack_QSO_a0p0150,classblend,68_research_material_stack,QSO,0.015,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_68_research_material_stack_QSO_a0p0200,classblend,68_research_material_stack,QSO,0.02,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_68_research_material_stack_QSO_a0p0250,classblend,68_research_material_stack,QSO,0.025,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_GALAXY_a0p0050,classblend,56_te_disagreement,GALAXY,0.005,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_GALAXY_a0p0100,classblend,56_te_disagreement,GALAXY,0.01,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_QSO_a0p0050,classblend,56_te_disagreement,QSO,0.005,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_QSO_a0p0100,classblend,56_te_disagreement,QSO,0.01,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0050,classblend,56_te_disagreement,STAR,0.005,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0100,classblend,56_te_disagreement,STAR,0.01,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0150,classblend,56_te_disagreement,STAR,0.015,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0200,classblend,56_te_disagreement,STAR,0.02,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0250,classblend,56_te_disagreement,STAR,0.025,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_56_te_disagreement_STAR_a0p0300,classblend,56_te_disagreement,STAR,0.030000000000000002,,,0.9706563116629807,8.371856596467442e-05,0.0,189,0,84,0,-0.0001416121889492583,-9.390232450934288e-05,0.0,5.547199839334716e-05,8.371857216222245e-05,5.851405336709803e-06,1.0,0.0,0.0,0.0,4.335877136626976e-05
classblend_realmlp-0_QSO_a0p0050,classblend,realmlp-0,QSO,0.005,,,0.9706545455649976,8.195246798159417e-05,-1.7660979830802503e-06,191,4,83,1,-0.0001416121889492583,-9.390232450934288e-05,-5.298293949351773e-06,5.368590041026691e-05,8.195247417910149e-05,1.0266650294576962e-05,1.0,-1.7660979831209585e-06,-8.830489915623296e-06,0.06666666666666667,4.3118009118443e-05
classblend_our-classwise-logistic-blender_GALAXY_a0p0150,classblend,our-classwise-logistic-blender,GALAXY,0.015,,,0.9706540482975271,8.145520051106026e-05,-2.2633654536141634e-06,192,3,85,1,-0.0001404548739663003,-9.390232450934288e-05,-1.2088390309972219e-05,5.330436443802879e-05,8.145521482490665e-05,1.0266650294576962e-05,1.0,-2.2633573373157895e-06,-2.0148291424937348e-05,0.3333333333333333,4.285220464450069e-05
classblend_our-classwise-logistic-blender_STAR_a0p0150,classblend,our-classwise-logistic-blender,STAR,0.015,,,0.9706552322359787,8.263913896267017e-05,-1.0794270020042518e-06,191,4,85,1,-0.0001404548739663003,-0.00010243889946481843,-8.536574955475551e-06,5.320781664631736e-05,8.263917349874417e-05,1.0266650294576962e-05,1.0,-1.0793986634782815e-06,-1.422798930050817e-05,0.35,4.275565685278926e-05
classblend_56_te_disagreement_GALAXY_a0p0150,classblend,56_te_disagreement,GALAXY,0.015,,,0.9706554286139891,8.283551697307878e-05,-8.830489915956363e-07,188,1,84,0,-0.00014276950393221632,-9.390232450934288e-05,-2.6491469746758867e-06,5.447321790345572e-05,8.283552317065642e-05,5.851405336709803e-06,1.0,-8.830489915660304e-07,-4.415244957867159e-06,0.0,4.224425937808253e-05
classblend_56_te_disagreement_QSO_a0p0150,classblend,56_te_disagreement,QSO,0.015,,,0.9706554286139891,8.283551697307878e-05,-8.830489915956363e-07,188,1,84,0,-0.00014276950393221632,-9.390232450934288e-05,-2.6491469746758867e-06,5.447321790345572e-05,8.283552317065642e-05,5.851405336709803e-06,1.0,-8.830489915660304e-07,-4.415244957867159e-06,0.0,4.224425937808253e-05
classblend_our-ovr-catboost-realmlp-features_STAR_a0p0100,classblend,our-ovr-catboost-realmlp-features,STAR,0.01,,,0.9706565010664914,8.390796947532753e-05,1.894035106531078e-07,193,10,84,2,-0.00016735182347038524,-0.00010243889946481843,-1.2088390309972219e-05,5.176695220856623e-05,8.390801212766474e-05,1.9097140210089236e-05,1.0,1.8943996544229513e-07,-1.5731828679754756e-05,0.48333333333333334,4.1715768935058946e-05
classblend_84_classwise_research_blend_STAR_a0p0250,classblend,84_classwise_research_blend,STAR,0.025,,,0.9706543491869871,8.175608997107453e-05,-1.962475993599888e-06,189,2,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.2229036156425934e-05,8.175612450718369e-05,1.0266650294576962e-05,1.0,-1.962447655038761e-06,-1.422798930050817e-05,0.18333333333333332,4.166114486460204e-05
classblend_84_classwise_research_blend_STAR_a0p0300,classblend,84_classwise_research_blend,STAR,0.030000000000000002,,,0.9706543491869871,8.175608997107453e-05,-1.962475993599888e-06,189,2,85,1,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.220903615642593e-05,8.175612450718369e-05,1.0266650294576962e-05,1.0,-1.962447655038761e-06,-1.422798930050817e-05,0.18333333333333332,4.1641144864602034e-05
classblend_84_classwise_research_blend_STAR_a0p0350,classblend,84_classwise_research_blend,STAR,0.034999999999999996,,,0.9706543491869871,8.175608997107453e-05,-1.962475993599888e-06,189,2,85,1,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.220903615642593e-05,8.175612450718369e-05,1.0266650294576962e-05,1.0,-1.962447655038761e-06,-1.422798930050817e-05,0.18333333333333332,4.1641144864602034e-05
classblend_84_classwise_research_blend_STAR_a0p0400,classblend,84_classwise_research_blend,STAR,0.04,,,0.9706543491869871,8.175608997107453e-05,-1.962475993599888e-06,189,2,85,1,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.220903615642593e-05,8.175612450718369e-05,1.0266650294576962e-05,1.0,-1.962447655038761e-06,-1.422798930050817e-05,0.18333333333333332,4.1641144864602034e-05
classblend_56_te_disagreement_GALAXY_a0p0200,classblend,56_te_disagreement,GALAXY,0.02,,,0.9706545455649976,8.195246798159417e-05,-1.7660979830802503e-06,187,2,84,0,-0.00014276950393221632,-9.390232450934288e-05,-5.298293949351773e-06,5.359016891197111e-05,8.195247417909964e-05,5.851405336709803e-06,1.0,-1.7660979831228089e-06,-8.830489915623296e-06,0.0,4.136121038659791e-05
classblend_56_te_disagreement_GALAXY_a0p0250,classblend,56_te_disagreement,GALAXY,0.025,,,0.9706545455649976,8.195246798159417e-05,-1.7660979830802503e-06,187,2,84,0,-0.00014276950393221632,-9.390232450934288e-05,-5.298293949351773e-06,5.359016891197111e-05,8.195247417909964e-05,5.851405336709803e-06,1.0,-1.7660979831228089e-06,-8.830489915623296e-06,0.0,4.136121038659791e-05
classblend_56_te_disagreement_QSO_a0p0200,classblend,56_te_disagreement,QSO,0.02,,,0.9706545455649976,8.195246798159417e-05,-1.7660979830802503e-06,187,2,84,0,-0.00014276950393221632,-9.390232450934288e-05,-5.298293949351773e-06,5.359016891197111e-05,8.195247417909964e-05,5.851405336709803e-06,1.0,-1.7660979831228089e-06,-8.830489915623296e-06,0.0,4.136121038659791e-05
classblend_our-catboost-realmlp-features_QSO_a0p0050,classblend,our-catboost-realmlp-features,QSO,0.005,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,190,3,84,0,-0.00014276950393221632,-9.390232450934288e-05,-7.94744092402766e-06,5.270711992037547e-05,8.106942518753915e-05,5.851405336709803e-06,1.0,-2.649146974683288e-06,-8.830489915623296e-06,0.0,4.0478161395002276e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0300,classblend,90_subset_guard_68_plus_84,QSO,0.030000000000000002,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0350,classblend,90_subset_guard_68_plus_84,QSO,0.034999999999999996,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0400,classblend,90_subset_guard_68_plus_84,QSO,0.04,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0450,classblend,90_subset_guard_68_plus_84,QSO,0.045,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0500,classblend,90_subset_guard_68_plus_84,QSO,0.049999999999999996,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0550,classblend,90_subset_guard_68_plus_84,QSO,0.055,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0600,classblend,90_subset_guard_68_plus_84,QSO,0.06,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0650,classblend,90_subset_guard_68_plus_84,QSO,0.065,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0700,classblend,90_subset_guard_68_plus_84,QSO,0.07,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_90_subset_guard_68_plus_84_QSO_a0p0750,classblend,90_subset_guard_68_plus_84,QSO,0.07500000000000001,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0200,classblend,84_classwise_research_blend,QSO,0.02,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0250,classblend,84_classwise_research_blend,QSO,0.025,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0300,classblend,84_classwise_research_blend,QSO,0.030000000000000002,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0350,classblend,84_classwise_research_blend,QSO,0.034999999999999996,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0400,classblend,84_classwise_research_blend,QSO,0.04,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_84_classwise_research_blend_QSO_a0p0450,classblend,84_classwise_research_blend,QSO,0.045,,,0.9706534661379956,8.087304097958992e-05,-2.845524985084502e-06,188,1,84,0,-0.0001416121889492583,-0.00010243889946481843,-8.536574955475551e-06,5.134598716494132e-05,8.087307551562691e-05,5.851405336709803e-06,1.0,-2.845496646595539e-06,-1.422798930050817e-05,0.0,3.923276013786393e-05
classblend_56_te_disagreement_GALAXY_a0p0300,classblend,56_te_disagreement,GALAXY,0.030000000000000002,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,84,0,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.259138842207967e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.870136266319602e-05
classblend_56_te_disagreement_GALAXY_a0p0350,classblend,56_te_disagreement,GALAXY,0.034999999999999996,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0400,classblend,56_te_disagreement,GALAXY,0.04,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0450,classblend,56_te_disagreement,GALAXY,0.045,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0500,classblend,56_te_disagreement,GALAXY,0.049999999999999996,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0550,classblend,56_te_disagreement,GALAXY,0.055,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0600,classblend,56_te_disagreement,GALAXY,0.06,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0650,classblend,56_te_disagreement,GALAXY,0.065,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_56_te_disagreement_GALAXY_a0p0700,classblend,56_te_disagreement,GALAXY,0.07,,,0.970653662516006,8.106941898999853e-05,-2.6491469746758867e-06,186,3,83,1,-0.00014392681891517434,-9.390232450934288e-05,-7.94744092402766e-06,5.2571388422079665e-05,8.106942518754287e-05,1.4361603789536659e-06,1.0,-2.6491469746795874e-06,-8.830489915623296e-06,0.0,3.8681362663196015e-05
classblend_our-ovr-catboost-realmlp-features_GALAXY_a0p0200,classblend,our-ovr-catboost-realmlp-features,GALAXY,0.02,,,0.970654322593099,8.172949608298286e-05,-1.989069881691563e-06,203,30,88,10,-0.00031585490656194093,-9.390232450934288e-05,-4.8353561239777854e-05,3.585865675038733e-05,8.172955493440289e-05,-3.0027496980666868e-05,0.9666666666666667,-1.9890172278195597e-06,-8.156994169628007e-05,0.55,-6.236457849040171e-06
rollback_weak_gi2_to_69_guarded_research_stack,rollback,,,0.0,weak_gi2,69_guarded_research_stack,0.9706636686657623,9.107556874621281e-05,7.357002781538391e-06,303,132,130,50,-0.0003216154976366514,-0.00019634122397416132,-0.00010243889946481843,2.8462835386423465e-05,9.107560145943383e-05,-2.499743029660273e-05,0.9666666666666667,7.357029297211381e-06,-0.00012860884636012315,0.5833333333333334,-1.2447814981052643e-05
classblend_our-ovr-catboost-realmlp-features_GALAXY_a0p0400,classblend,our-ovr-catboost-realmlp-features,GALAXY,0.04,,,0.9706573575215948,8.476442457872047e-05,1.0458586140460469e-06,218,47,96,20,-0.0005355868336108793,-9.390232450934288e-05,-6.044195154975007e-05,1.67203925412311e-05,8.476447124999656e-05,-2.119700706504357e-05,0.9833333333333333,1.0458990877741195e-06,-7.273945178065677e-05,0.5333333333333333,-4.425724329262209e-05
classblend_our-ovr-catboost-realmlp-features_GALAXY_a0p0350,classblend,our-ovr-catboost-realmlp-features,GALAXY,0.034999999999999996,,,0.9706536289476181,8.103585060204033e-05,-2.6827153626340916e-06,214,43,94,18,-0.0005355868336108793,-0.00010243889946481843,-6.044195154975007e-05,1.1751332321229623e-05,8.103589524779964e-05,-2.119700706504357e-05,0.9666666666666667,-2.68267691442281e-06,-7.273945178065677e-05,0.48333333333333334,-4.922630351262357e-05
